date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:26:58	137/137	---M--	200	added ('OK')	text/plain	date:Mon,%2026%20Aug%202024%2016:26:57%20GMT	https://f-commission.com/robots.txt		(from )
10:26:58	31951/31951	---MC-	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2016:26:57%20GMT	https://f-commission.com/	C:/Users/Cneo/Downloads/Testing/f-commission.com/index.html	(from )
10:26:58	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Mon,%2026%20Aug%202024%2016:26:58%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/Users/Cneo/Downloads/Testing/www.googletagmanager.com/gtm.05445.delayed	(from https://f-commission.com/)
10:26:59	52899/52899	---M--	200	added ('OK')	text/css	etag:%22cea3-612f31de28000%22	https://f-commission.com/common/css/common.css?update=20240306003408	C:/Users/Cneo/Downloads/Testing/f-commission.com/common/css/common1571.css	(from https://f-commission.com/)
10:26:59	11494/11494	---M--	200	added ('OK')	text/css	etag:%222ce6-5d3ba729071c0%22	https://f-commission.com/css/index.css?update=20211222113023	C:/Users/Cneo/Downloads/Testing/f-commission.com/css/index83e0.css	(from https://f-commission.com/)
10:26:59	726/726	---M--	200	added ('OK')	application/javascript	etag:%222d6-5d3067eca3980%22	https://f-commission.com/common/js/webfont.js	C:/Users/Cneo/Downloads/Testing/f-commission.com/common/js/webfont.js	(from https://f-commission.com/)
10:27:00	90022/90022	---M--	200	added ('OK')	image/x-icon	etag:%2215fa6-5d0f7aba881c0%22	https://f-commission.com/favicon.ico	C:/Users/Cneo/Downloads/Testing/f-commission.com/favicon.ico	(from https://f-commission.com/)
10:27:00	184726/184726	---M--	200	added ('OK')	application/javascript	etag:%222d196-5d3b8af2da280%22	https://f-commission.com/common/js/common.js?update=20211222092410	C:/Users/Cneo/Downloads/Testing/f-commission.com/common/js/common71c5.js	(from https://f-commission.com/)
10:27:00	1446/1446	---M--	200	added ('OK')	application/javascript	etag:%225a6-5d306b9dbaf40%22	https://f-commission.com/js/index.js?update=20211213130525	C:/Users/Cneo/Downloads/Testing/f-commission.com/js/indexccb0.js	(from https://f-commission.com/)
10:27:01	2593/2593	---M--	200	added ('OK')	image/png	etag:%22a21-5d0f69e204340%22	https://f-commission.com/common/img/header-logo_pc.png	C:/Users/Cneo/Downloads/Testing/f-commission.com/common/img/header-logo_pc.png	(from https://f-commission.com/)
10:27:01	6550/6550	---M--	200	added ('OK')	image/png	etag:%221996-5d28de878b600%22	https://f-commission.com/img/index/opening-img01.png	C:/Users/Cneo/Downloads/Testing/f-commission.com/img/index/opening-img01.png	(from https://f-commission.com/)
10:27:02	20788/20788	---MC-	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2016:27:01%20GMT	https://f-commission.com/people/	C:/Users/Cneo/Downloads/Testing/f-commission.com/people/index.html	(from https://f-commission.com/)
10:27:03	16745/16745	---MC-	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2016:27:02%20GMT	https://f-commission.com/project/	C:/Users/Cneo/Downloads/Testing/f-commission.com/project/index.html	(from https://f-commission.com/)
10:27:04	273154/273154	---M--	200	added ('OK')	image/jpeg	etag:%2242b02-5d288af8a1280%22	https://f-commission.com/uploads/2021/12/fc-pro-top-pc-02.jpg	C:/Users/Cneo/Downloads/Testing/f-commission.com/uploads/2021/12/fc-pro-top-pc-02.jpg	(from https://f-commission.com/)
10:27:04	573821/573821	---M--	200	added ('OK')	image/jpeg	etag:%228c17d-6002f2bcc0e77%22	https://f-commission.com/uploads/2023/05/PANA1201.jpg	C:/Users/Cneo/Downloads/Testing/f-commission.com/uploads/2023/05/PANA1201.jpg	(from https://f-commission.com/)
10:27:04	454605/454605	---M--	200	added ('OK')	image/jpeg	etag:%226efcd-5d3f1fabfb4c0%22	https://f-commission.com/uploads/2021/12/mexico1-scaled.jpg	C:/Users/Cneo/Downloads/Testing/f-commission.com/uploads/2021/12/mexico1-scaled.jpg	(from https://f-commission.com/)
10:27:04	381342/381342	---M--	200	added ('OK')	image/jpeg	etag:%225d19e-5d3056c403e00%22	https://f-commission.com/uploads/2021/12/fc-pro-top-pc-01.jpg	C:/Users/Cneo/Downloads/Testing/f-commission.com/uploads/2021/12/fc-pro-top-pc-01.jpg	(from https://f-commission.com/)
10:27:04	15984/15984	---MC-	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2016:27:04%20GMT	https://f-commission.com/about/	C:/Users/Cneo/Downloads/Testing/f-commission.com/about/index.html	(from https://f-commission.com/)
10:27:05	17332/17332	---MC-	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2016:27:04%20GMT	https://f-commission.com/news/	C:/Users/Cneo/Downloads/Testing/f-commission.com/news/index.html	(from https://f-commission.com/)
10:27:05	13433/13433	---MC-	200	added ('OK')	text/html	date:Wed,%2001%20Apr%202020%2010:51:08%20GMT	https://f-commission.com/contact/	C:/Users/Cneo/Downloads/Testing/f-commission.com/contact/index.html	(from https://f-commission.com/)
10:27:06	264736/264736	---M--	200	added ('OK')	image/jpeg	etag:%2240a20-5d3b77e7ab480%22	https://f-commission.com/uploads/2021/12/fc-pro-top-pc-03-2.jpg	C:/Users/Cneo/Downloads/Testing/f-commission.com/uploads/2021/12/fc-pro-top-pc-03-2.jpg	(from https://f-commission.com/)
10:27:06	22146/22146	---MC-	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2016:27:05%20GMT	https://f-commission.com/privacy/	C:/Users/Cneo/Downloads/Testing/f-commission.com/privacy/index.html	(from https://f-commission.com/)
10:27:07	13591/13591	---MC-	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2016:27:07%20GMT	https://f-commission.com/people/100/	C:/Users/Cneo/Downloads/Testing/f-commission.com/people/100/index.html	(from https://f-commission.com/)
10:27:07	377049/377049	---M--	200	added ('OK')	image/jpeg	etag:%225c0d9-5d28dacfc7080%22	https://f-commission.com/uploads/2021/12/fc-pro-top-pc-07.jpg	C:/Users/Cneo/Downloads/Testing/f-commission.com/uploads/2021/12/fc-pro-top-pc-07.jpg	(from https://f-commission.com/)
10:27:07	12231/12231	---MC-	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2016:27:07%20GMT	https://f-commission.com/people/94/	C:/Users/Cneo/Downloads/Testing/f-commission.com/people/94/index.html	(from https://f-commission.com/)
10:27:07	12730/12730	---MC-	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2016:27:07%20GMT	https://f-commission.com/people/90/	C:/Users/Cneo/Downloads/Testing/f-commission.com/people/90/index.html	(from https://f-commission.com/)
10:27:08	10302/10302	---MC-	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2016:27:07%20GMT	https://f-commission.com/people/78/	C:/Users/Cneo/Downloads/Testing/f-commission.com/people/78/index.html	(from https://f-commission.com/)
10:27:08	521538/521538	---M--	200	added ('OK')	image/jpeg	etag:%227f542-5d413e4399780%22	https://f-commission.com/uploads/2021/12/ugan-scaled.jpg	C:/Users/Cneo/Downloads/Testing/f-commission.com/uploads/2021/12/ugan-scaled.jpg	(from https://f-commission.com/)
10:27:08	11952/11952	---MC-	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2016:27:08%20GMT	https://f-commission.com/people/723/	C:/Users/Cneo/Downloads/Testing/f-commission.com/people/723/index.html	(from https://f-commission.com/)
10:27:08	12555/12555	---MC-	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2016:27:08%20GMT	https://f-commission.com/people/96/	C:/Users/Cneo/Downloads/Testing/f-commission.com/people/96/index.html	(from https://f-commission.com/)
10:27:10	310943/310943	---M--	200	added ('OK')	image/jpeg	etag:%224be9f-5d38e3ba466c0%22	https://f-commission.com/uploads/2021/12/fc-pro-top-pc-14.jpg	C:/Users/Cneo/Downloads/Testing/f-commission.com/uploads/2021/12/fc-pro-top-pc-14.jpg	(from https://f-commission.com/)
10:27:10	12412/12412	---MC-	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2016:27:09%20GMT	https://f-commission.com/people/88/	C:/Users/Cneo/Downloads/Testing/f-commission.com/people/88/index.html	(from https://f-commission.com/)
10:27:10	399322/399322	---M--	200	added ('OK')	image/jpeg	etag:%22617da-5d304e6f99700%22	https://f-commission.com/uploads/2021/12/fc-pro-top-pc-08.jpg	C:/Users/Cneo/Downloads/Testing/f-commission.com/uploads/2021/12/fc-pro-top-pc-08.jpg	(from https://f-commission.com/)
10:27:11	12178/12178	---MC-	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2016:27:10%20GMT	https://f-commission.com/people/92/	C:/Users/Cneo/Downloads/Testing/f-commission.com/people/92/index.html	(from https://f-commission.com/)
10:27:11	17684/17684	---MC-	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2016:27:10%20GMT	https://f-commission.com/project/byyard/	C:/Users/Cneo/Downloads/Testing/f-commission.com/project/byyard/index.html	(from https://f-commission.com/)
10:27:11	453023/453023	---M--	200	added ('OK')	image/jpeg	etag:%226e99f-5d28d7a9ec340%22	https://f-commission.com/uploads/2021/12/fc-pro-top-pc-06.jpg	C:/Users/Cneo/Downloads/Testing/f-commission.com/uploads/2021/12/fc-pro-top-pc-06.jpg	(from https://f-commission.com/)
10:27:11	139699/139699	---M--	200	added ('OK')	image/jpeg	etag:%22221b3-5d38e3bb3a900%22	https://f-commission.com/uploads/2021/12/fc-pro-top-pc-16.jpg	C:/Users/Cneo/Downloads/Testing/f-commission.com/uploads/2021/12/fc-pro-top-pc-16.jpg	(from https://f-commission.com/)
10:27:11	3646/3646	---M--	200	added ('OK')	image/png	etag:%22e3e-5d10fb7ce0480%22	https://f-commission.com/common/img/footer-logo_pc.png	C:/Users/Cneo/Downloads/Testing/f-commission.com/common/img/footer-logo_pc.png	(from https://f-commission.com/)
10:27:12	21007/21007	---MC-	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2016:27:11%20GMT	https://f-commission.com/project/tentoten-07-puerto-vallarta/	C:/Users/Cneo/Downloads/Testing/f-commission.com/project/tentoten-07-puerto-vallarta/index.html	(from https://f-commission.com/)
10:27:13	17223/17223	---MC-	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2016:27:11%20GMT	https://f-commission.com/project/%e6%9c%ad%e5%b9%8c%e3%83%aa%e3%83%8e%e3%83%99%e3%83%bc%e3%82%b7%e3%83%a7%e3%83%b3%e3%82%b9%e3%82%bf%e3%82%b8%e3%82%aa/	C:/Users/Cneo/Downloads/Testing/f-commission.com/project/%e6%9c%ad%e5%b9%8c%e3%83%aa%e3%83%8e%e3%83%99%e3%83%bc%e3%82%b7%e3%83%a7%e3%83%b3%e3%82%b9%e3%82%bf%e3%82%b8%e3%82%aa/index.html	(from https://f-commission.com/)
10:27:13	17045/17045	---MC-	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2016:27:11%20GMT	https://f-commission.com/project/tentoten-10-sapporo-station/	C:/Users/Cneo/Downloads/Testing/f-commission.com/project/tentoten-10-sapporo-station/index.html	(from https://f-commission.com/)
